002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|000000,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|002050,100076,001020|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,000076|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,100000|000000,000000,000076|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|002050,100076,001051|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|000000,000000,000041|
